                             Datetime,open,high,low,close,volume,Interval,currency,exchange_timezone,exchange
27-08-2021 13:13,148.55009,148.59,148.52,148.53,76997,1min,USD,America/New_York,Common Stock
27-08-2021 13:12,148.50999,148.56,148.50999,148.55,86941,1min,USD,America/New_York,Common Stock
27-08-2021 13:11,148.42999,148.515,148.42999,148.50999,93985,1min,USD,America/New_York,Common Stock
27-08-2021 13:10,148.46001,148.46001,148.4173,148.425,80129,1min,USD,America/New_York,Common Stock
27-08-2021 13:09,148.5,148.505,148.44009,148.46001,61634,1min,USD,America/New_York,Common Stock
27-08-2021 13:08,148.515,148.52499,148.49001,148.49001,54411,1min,USD,America/New_York,Common Stock
27-08-2021 13:35,148.63499,148.72,148.62151,148.71001,289469,5min,USD,America/New_York,Common Stock
27-08-2021 13:30,148.58,148.67,148.55,148.64,344484,5min,USD,America/New_York,Common Stock
27-08-2021 13:25,148.66,148.71001,148.58279,148.58859,382464,5min,USD,America/New_York,Common Stock
27-08-2021 13:20,148.495,148.6799,148.4926,148.67,352063,5min,USD,America/New_York,Common Stock
27-08-2021 13:15,148.485,148.5099,148.42999,148.48801,287641,5min,USD,America/New_York,Common Stock
27-08-2021 13:10,148.46001,148.59,148.4173,148.485,396103,5min,USD,America/New_York,Common Stock
27-08-2021 13:05,148.468,148.53,148.44009,148.46001,432480,5min,USD,America/New_York,Common Stock
27-08-2021 13:00,148.39999,148.47,148.3318,148.46001,320623,5min,USD,America/New_York,Common Stock
27-08-2021 12:55,148.25999,148.39999,148.24159,148.39999,355296,5min,USD,America/New_York,Common Stock
27-08-2021 12:50,148.31129,148.32001,148.2,148.255,282012,5min,USD,America/New_York,Common Stock
27-08-2021 12:45,148.35001,148.4198,148.295,148.31,288577,5min,USD,America/New_York,Common Stock
27-08-2021 12:40,148.375,148.38499,148.28,148.35001,296242,5min,USD,America/New_York,Common Stock
27-08-2021 12:35,148.27499,148.39,148.25999,148.3784,353436,5min,USD,America/New_York,Common Stock
27-08-2021 12:30,148.185,148.3,148.14999,148.2701,423151,5min,USD,America/New_York,Common Stock
27-08-2021 12:25,148.38,148.38,148.1801,148.19991,675879,5min,USD,America/New_York,Common Stock
27-08-2021 12:20,148.22501,148.3871,148.17999,148.375,1642143,5min,USD,America/New_York,Common Stock
27-08-2021 12:15,148.345,148.345,148.2,148.22,361749,5min,USD,America/New_York,Common Stock
27-08-2021 12:10,148.39,148.42999,148.28999,148.3499,382752,5min,USD,America/New_York,Common Stock
27-08-2021 12:05,148.52,148.63499,148.36011,148.38499,590909,5min,USD,America/New_York,Common Stock
27-08-2021 12:00,148.51961,148.53,148.44,148.50999,518990,5min,USD,America/New_York,Common Stock
27-08-2021 11:55,148.32001,148.52,148.28101,148.5112,582114,5min,USD,America/New_York,Common Stock
27-08-2021 11:50,148.3,148.38,148.23,148.32001,423770,5min,USD,America/New_York,Common Stock
27-08-2021 11:45,148.35001,148.36121,148.22,148.3,629305,5min,USD,America/New_York,Common Stock
27-08-2021 11:40,148.16499,148.37421,148.08,148.35001,685499,5min,USD,America/New_York,Common Stock
27-08-2021 11:35,148.0282,148.25,148,148.1601,683288,5min,USD,America/New_York,Common Stock
27-08-2021 11:30,147.77499,148.0399,147.77499,148.02499,440970,5min,USD,America/New_York,Common Stock
27-08-2021 11:25,147.965,147.99001,147.77,147.787,476372,5min,USD,America/New_York,Common Stock
27-08-2021 11:20,147.89999,147.98,147.871,147.9622,497144,5min,USD,America/New_York,Common Stock
27-08-2021 11:15,147.89999,147.98,147.78,147.895,631987,5min,USD,America/New_York,Common Stock
27-08-2021 11:10,147.99071,148.09,147.89,147.9001,577557,5min,USD,America/New_York,Common Stock
27-08-2021 15:59,148.605,148.67,148.5032,148.60001,720251,1min,USD,America/New_York,Common Stock
27-08-2021 15:58,148.61501,148.64,148.58,148.6032,281576,1min,USD,America/New_York,Common Stock
27-08-2021 15:57,148.64999,148.66,148.595,148.61501,289576,1min,USD,America/New_York,Common Stock
27-08-2021 15:56,148.545,148.66,148.545,148.645,225050,1min,USD,America/New_York,Common Stock
27-08-2021 15:55,148.53999,148.595,148.52071,148.55,227881,1min,USD,America/New_York,Common Stock
27-08-2021 15:54,148.48,148.60001,148.47501,148.53999,320321,1min,USD,America/New_York,Common Stock
27-08-2021 15:53,148.46001,148.52,148.455,148.4718,211004,1min,USD,America/New_York,Common Stock
27-08-2021 15:52,148.47,148.48,148.44,148.465,145969,1min,USD,America/New_York,Common Stock
27-08-2021 15:51,148.52,148.53,148.44,148.465,230783,1min,USD,America/New_York,Common Stock
27-08-2021 15:50,148.57001,148.66,148.495,148.50079,348218,1min,USD,America/New_York,Common Stock
27-08-2021 15:49,148.60001,148.60001,148.53,148.55209,109262,1min,USD,America/New_York,Common Stock
27-08-2021 15:48,148.6299,148.6373,148.57001,148.605,98946,1min,USD,America/New_York,Common Stock
27-08-2021 15:47,148.60001,148.66499,148.60001,148.6291,148609,1min,USD,America/New_York,Common Stock
27-08-2021 15:46,148.605,148.60989,148.57001,148.595,102113,1min,USD,America/New_York,Common Stock
27-08-2021 15:45,148.625,148.64999,148.58,148.6001,163634,1min,USD,America/New_York,Common Stock
27-08-2021 15:44,148.58,148.63,148.5791,148.62,203853,1min,USD,America/New_York,Common Stock
27-08-2021 15:43,148.505,148.58501,148.505,148.58501,155643,1min,USD,America/New_York,Common Stock
27-08-2021 15:42,148.46001,148.53,148.455,148.5,180190,1min,USD,America/New_York,Common Stock
27-08-2021 15:41,148.405,148.46001,148.39,148.455,103518,1min,USD,America/New_York,Common Stock
27-08-2021 15:40,148.42,148.42999,148.39101,148.39999,114945,1min,USD,America/New_York,Common Stock
27-08-2021 15:39,148.44501,148.45,148.41,148.412,95209,1min,USD,America/New_York,Common Stock
27-08-2021 15:38,148.48,148.48,148.42999,148.4472,98856,1min,USD,America/New_York,Common Stock
27-08-2021 15:37,148.5,148.505,148.45,148.47501,152636,1min,USD,America/New_York,Common Stock
27-08-2021 15:36,148.537,148.5394,148.49001,148.49719,73277,1min,USD,America/New_York,Common Stock
27-08-2021 15:35,148.5502,148.5556,148.53,148.535,57615,1min,USD,America/New_York,Common Stock
27-08-2021 15:34,148.545,148.55499,148.53999,148.55499,70997,1min,USD,America/New_York,Common Stock
27-08-2021 15:33,148.55209,148.58,148.55,148.55,67256,1min,USD,America/New_York,Common Stock
27-08-2021 15:32,148.52,148.55,148.50079,148.55,92504,1min,USD,America/New_York,Common Stock
27-08-2021 15:31,148.52499,148.53,148.48199,148.52,117920,1min,USD,America/New_York,Common Stock
27-08-2021 15:30,148.5316,148.53999,148.50999,148.52499,95740,1min,USD,America/New_York,Common Stock
27-08-2021 15:55,148.53999,148.67,148.5032,148.60001,1744334,5min,USD,America/New_York,Common Stock
27-08-2021 15:50,148.57001,148.66,148.44,148.53999,1256295,5min,USD,America/New_York,Common Stock
27-08-2021 15:45,148.625,148.66499,148.53,148.55209,622564,5min,USD,America/New_York,Common Stock
27-08-2021 15:40,148.42,148.63,148.39,148.62,758149,5min,USD,America/New_York,Common Stock
27-08-2021 15:35,148.5502,148.5556,148.41,148.412,477593,5min,USD,America/New_York,Common Stock
27-08-2021 15:30,148.5316,148.58,148.48199,148.55499,444417,5min,USD,America/New_York,Common Stock
27-08-2021 15:25,148.60629,148.63499,148.53,148.535,407007,5min,USD,America/New_York,Common Stock
27-08-2021 15:20,148.64,148.645,148.59,148.6097,325719,5min,USD,America/New_York,Common Stock
27-08-2021 15:15,148.595,148.67,148.595,148.645,351691,5min,USD,America/New_York,Common Stock
27-08-2021 15:10,148.5601,148.60001,148.52499,148.595,309140,5min,USD,America/New_York,Common Stock
27-08-2021 15:05,148.52991,148.62,148.5,148.5601,337108,5min,USD,America/New_York,Common Stock
27-08-2021 15:00,148.5419,148.59869,148.46001,148.52,338978,5min,USD,America/New_York,Common Stock
27-08-2021 14:55,148.52499,148.567,148.5,148.545,229980,5min,USD,America/New_York,Common Stock
27-08-2021 14:50,148.6273,148.64,148.515,148.53999,270970,5min,USD,America/New_York,Common Stock
27-08-2021 14:45,148.6841,148.69881,148.56,148.62,274887,5min,USD,America/New_York,Common Stock
27-08-2021 14:40,148.63251,148.6972,148.625,148.6837,247145,5min,USD,America/New_York,Common Stock
27-08-2021 14:35,148.67999,148.7099,148.62,148.63049,318839,5min,USD,America/New_York,Common Stock
27-08-2021 14:30,148.645,148.67999,148.57001,148.67999,243344,5min,USD,America/New_York,Common Stock
27-08-2021 14:25,148.5491,148.66499,148.50439,148.645,267551,5min,USD,America/New_York,Common Stock
27-08-2021 14:20,148.6701,148.74001,148.50999,148.545,499301,5min,USD,America/New_York,Common Stock
27-08-2021 14:15,148.63,148.675,148.5401,148.675,275976,5min,USD,America/New_York,Common Stock
27-08-2021 14:10,148.66,148.66499,148.58501,148.63,281208,5min,USD,America/New_York,Common Stock
27-08-2021 14:05,148.58,148.67,148.55499,148.6627,237637,5min,USD,America/New_York,Common Stock
27-08-2021 14:00,148.6631,148.6714,148.53999,148.5699,405403,5min,USD,America/New_York,Common Stock
27-08-2021 13:55,148.655,148.705,148.63,148.67,245644,5min,USD,America/New_York,Common Stock
27-08-2021 13:50,148.66,148.67999,148.56,148.65269,260024,5min,USD,America/New_York,Common Stock
27-08-2021 13:45,148.66,148.6873,148.59,148.66,297144,5min,USD,America/New_York,Common Stock
27-08-2021 13:40,148.71001,148.75,148.64,148.66,378621,5min,USD,America/New_York,Common Stock
27-08-2021 13:35,148.63499,148.72,148.62151,148.71001,289469,5min,USD,America/New_York,Common Stock
27-08-2021 13:30,148.58,148.67,148.55,148.64,344484,5min,USD,America/New_York,Common Stock
27-08-2021 15:59,148.605,148.67,148.5032,148.60001,720251,1min,USD,America/New_York,Common Stock
27-08-2021 15:58,148.61501,148.64,148.58,148.6032,281576,1min,USD,America/New_York,Common Stock
27-08-2021 15:57,148.64999,148.66,148.595,148.61501,289576,1min,USD,America/New_York,Common Stock
27-08-2021 15:56,148.545,148.66,148.545,148.645,225050,1min,USD,America/New_York,Common Stock
27-08-2021 15:55,148.53999,148.595,148.52071,148.55,227881,1min,USD,America/New_York,Common Stock
27-08-2021 15:54,148.48,148.60001,148.47501,148.53999,320321,1min,USD,America/New_York,Common Stock
27-08-2021 15:53,148.46001,148.52,148.455,148.4718,211004,1min,USD,America/New_York,Common Stock
27-08-2021 15:52,148.47,148.48,148.44,148.465,145969,1min,USD,America/New_York,Common Stock
27-08-2021 15:51,148.52,148.53,148.44,148.465,230783,1min,USD,America/New_York,Common Stock
27-08-2021 15:50,148.57001,148.66,148.495,148.50079,348218,1min,USD,America/New_York,Common Stock
27-08-2021 15:49,148.60001,148.60001,148.53,148.55209,109262,1min,USD,America/New_York,Common Stock
27-08-2021 15:48,148.6299,148.6373,148.57001,148.605,98946,1min,USD,America/New_York,Common Stock
27-08-2021 15:47,148.60001,148.66499,148.60001,148.6291,148609,1min,USD,America/New_York,Common Stock
27-08-2021 15:46,148.605,148.60989,148.57001,148.595,102113,1min,USD,America/New_York,Common Stock
27-08-2021 15:45,148.625,148.64999,148.58,148.6001,163634,1min,USD,America/New_York,Common Stock
27-08-2021 15:44,148.58,148.63,148.5791,148.62,203853,1min,USD,America/New_York,Common Stock
27-08-2021 15:43,148.505,148.58501,148.505,148.58501,155643,1min,USD,America/New_York,Common Stock
27-08-2021 15:42,148.46001,148.53,148.455,148.5,180190,1min,USD,America/New_York,Common Stock
27-08-2021 15:41,148.405,148.46001,148.39,148.455,103518,1min,USD,America/New_York,Common Stock
27-08-2021 15:40,148.42,148.42999,148.39101,148.39999,114945,1min,USD,America/New_York,Common Stock
27-08-2021 15:39,148.44501,148.45,148.41,148.412,95209,1min,USD,America/New_York,Common Stock
27-08-2021 15:38,148.48,148.48,148.42999,148.4472,98856,1min,USD,America/New_York,Common Stock
27-08-2021 15:37,148.5,148.505,148.45,148.47501,152636,1min,USD,America/New_York,Common Stock
27-08-2021 15:36,148.537,148.5394,148.49001,148.49719,73277,1min,USD,America/New_York,Common Stock
27-08-2021 15:35,148.5502,148.5556,148.53,148.535,57615,1min,USD,America/New_York,Common Stock
27-08-2021 15:34,148.545,148.55499,148.53999,148.55499,70997,1min,USD,America/New_York,Common Stock
27-08-2021 15:33,148.55209,148.58,148.55,148.55,67256,1min,USD,America/New_York,Common Stock
27-08-2021 15:32,148.52,148.55,148.50079,148.55,92504,1min,USD,America/New_York,Common Stock
27-08-2021 15:31,148.52499,148.53,148.48199,148.52,117920,1min,USD,America/New_York,Common Stock
27-08-2021 15:30,148.5316,148.53999,148.50999,148.52499,95740,1min,USD,America/New_York,Common Stock
27-08-2021 15:55,148.53999,148.67,148.5032,148.60001,1744334,5min,USD,America/New_York,Common Stock
27-08-2021 15:50,148.57001,148.66,148.44,148.53999,1256295,5min,USD,America/New_York,Common Stock
27-08-2021 15:45,148.625,148.66499,148.53,148.55209,622564,5min,USD,America/New_York,Common Stock
27-08-2021 15:40,148.42,148.63,148.39,148.62,758149,5min,USD,America/New_York,Common Stock
27-08-2021 15:35,148.5502,148.5556,148.41,148.412,477593,5min,USD,America/New_York,Common Stock
27-08-2021 15:30,148.5316,148.58,148.48199,148.55499,444417,5min,USD,America/New_York,Common Stock
27-08-2021 15:25,148.60629,148.63499,148.53,148.535,407007,5min,USD,America/New_York,Common Stock
27-08-2021 15:20,148.64,148.645,148.59,148.6097,325719,5min,USD,America/New_York,Common Stock
27-08-2021 15:15,148.595,148.67,148.595,148.645,351691,5min,USD,America/New_York,Common Stock
27-08-2021 15:10,148.5601,148.60001,148.52499,148.595,309140,5min,USD,America/New_York,Common Stock
27-08-2021 15:05,148.52991,148.62,148.5,148.5601,337108,5min,USD,America/New_York,Common Stock
27-08-2021 15:00,148.5419,148.59869,148.46001,148.52,338978,5min,USD,America/New_York,Common Stock
27-08-2021 14:55,148.52499,148.567,148.5,148.545,229980,5min,USD,America/New_York,Common Stock
27-08-2021 14:50,148.6273,148.64,148.515,148.53999,270970,5min,USD,America/New_York,Common Stock
27-08-2021 14:45,148.6841,148.69881,148.56,148.62,274887,5min,USD,America/New_York,Common Stock
27-08-2021 14:40,148.63251,148.6972,148.625,148.6837,247145,5min,USD,America/New_York,Common Stock
27-08-2021 14:35,148.67999,148.7099,148.62,148.63049,318839,5min,USD,America/New_York,Common Stock
27-08-2021 14:30,148.645,148.67999,148.57001,148.67999,243344,5min,USD,America/New_York,Common Stock
27-08-2021 14:25,148.5491,148.66499,148.50439,148.645,267551,5min,USD,America/New_York,Common Stock
27-08-2021 14:20,148.6701,148.74001,148.50999,148.545,499301,5min,USD,America/New_York,Common Stock
27-08-2021 14:15,148.63,148.675,148.5401,148.675,275976,5min,USD,America/New_York,Common Stock
27-08-2021 14:10,148.66,148.66499,148.58501,148.63,281208,5min,USD,America/New_York,Common Stock
27-08-2021 14:05,148.58,148.67,148.55499,148.6627,237637,5min,USD,America/New_York,Common Stock
27-08-2021 14:00,148.6631,148.6714,148.53999,148.5699,405403,5min,USD,America/New_York,Common Stock
27-08-2021 13:55,148.655,148.705,148.63,148.67,245644,5min,USD,America/New_York,Common Stock
27-08-2021 13:50,148.66,148.67999,148.56,148.65269,260024,5min,USD,America/New_York,Common Stock
27-08-2021 13:45,148.66,148.6873,148.59,148.66,297144,5min,USD,America/New_York,Common Stock
27-08-2021 13:40,148.71001,148.75,148.64,148.66,378621,5min,USD,America/New_York,Common Stock
27-08-2021 13:35,148.63499,148.72,148.62151,148.71001,289469,5min,USD,America/New_York,Common Stock
27-08-2021 13:30,148.58,148.67,148.55,148.64,344484,5min,USD,America/New_York,Common Stock
27-08-2021 15:30,148.5316,148.67,148.39,148.60001,5303352,1hour,USD,America/New_York,Common Stock
27-08-2021 14:30,148.645,148.7099,148.46001,148.535,3654808,1hour,USD,America/New_York,Common Stock
27-08-2021 13:30,148.58,148.75,148.50439,148.645,3782462,1hour,USD,America/New_York,Common Stock
27-08-2021 12:30,148.185,148.71001,148.14999,148.58859,4170088,1hour,USD,America/New_York,Common Stock
27-08-2021 11:30,147.77499,148.63499,147.77499,148.19991,7617368,1hour,USD,America/New_York,Common Stock
27-08-2021 10:30,147.94,148.17999,147.48,147.787,7566385,1hour,USD,America/New_York,Common Stock
27-08-2021 09:30,147.38,148.42,146.83,147.94,16765048,1hour,USD,America/New_York,Common Stock
26-08-2021 15:30,147.72501,147.9579,147.52,147.53999,5121226,1hour,USD,America/New_York,Common Stock
26-08-2021 14:30,147.98,148.03999,147.50999,147.715,5043431,1hour,USD,America/New_York,Common Stock
26-08-2021 13:30,148.07001,148.285,147.83,147.9846,3840360,1hour,USD,America/New_York,Common Stock
26-08-2021 12:30,148.63499,148.6496,147.98,148.10001,3945683,1hour,USD,America/New_York,Common Stock
26-08-2021 11:30,148.19501,148.64999,147.92999,148.63499,5239341,1hour,USD,America/New_York,Common Stock
26-08-2021 10:30,147.91,148.35001,147.595,148.19501,7739973,1hour,USD,America/New_York,Common Stock
26-08-2021 09:30,148.3723,149.12,147.7301,147.8965,13886877,1hour,USD,America/New_York,Common Stock
25-08-2021 15:30,148.3701,148.75,148.34,148.37,5316598,1hour,USD,America/New_York,Common Stock
25-08-2021 14:30,148.03,148.42999,148,148.3705,5997637,1hour,USD,America/New_York,Common Stock
25-08-2021 13:30,148.035,148.10001,147.82001,148.035,4872191,1hour,USD,America/New_York,Common Stock
25-08-2021 12:30,148.2301,148.44,148.00999,148.03,5382157,1hour,USD,America/New_York,Common Stock
25-08-2021 11:30,148.5,148.548,148.07001,148.2397,5739624,1hour,USD,America/New_York,Common Stock
25-08-2021 10:30,148.63,148.735,148.1205,148.505,9910479,1hour,USD,America/New_York,Common Stock
25-08-2021 09:30,149.71291,150.32001,148.535,148.62019,15349352,1hour,USD,America/New_York,Common Stock
24-08-2021 15:30,149.7968,149.81,149.46001,149.61,1699711,1hour,USD,America/New_York,Common Stock
24-08-2021 14:30,149.52,149.905,149.5,149.8,3834719,1hour,USD,America/New_York,Common Stock
24-08-2021 13:30,149.61861,149.81,149.50011,149.52901,3273955,1hour,USD,America/New_York,Common Stock
24-08-2021 12:30,149.69,149.74001,149.48,149.61,3718083,1hour,USD,America/New_York,Common Stock
24-08-2021 11:30,149.48,149.95,149.3051,149.69031,6205099,1hour,USD,America/New_York,Common Stock
24-08-2021 10:30,150.45,150.505,149.44501,149.4801,7233293,1hour,USD,America/New_York,Common Stock
24-08-2021 09:30,149.4922,150.86,149.14999,150.4511,16863410,1hour,USD,America/New_York,Common Stock
23-08-2021 15:30,149.96069,150.08,149.58,149.59,3017092,1hour,USD,America/New_York,Common Stock
23-08-2021 14:30,149.88,150.17999,149.83,149.965,1309414,1hour,USD,America/New_York,Common Stock
